"oro_type","term","project","language","article","access","agent","granularity","date","views","year"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2016-11-01,1262,"2016"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2016-12-01,1033,"2016"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2017-01-01,1080,"2017"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2017-02-01,942,"2017"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2017-03-01,1262,"2017"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2017-04-01,925,"2017"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2017-05-01,1067,"2017"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2017-06-01,918,"2017"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2017-07-01,821,"2017"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2017-08-01,934,"2017"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2017-09-01,1000,"2017"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2017-10-01,1150,"2017"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2017-11-01,1137,"2017"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2017-12-01,851,"2017"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2018-01-01,1124,"2018"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2018-02-01,1126,"2018"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2018-03-01,1150,"2018"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2018-04-01,954,"2018"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2018-05-01,810,"2018"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2018-06-01,872,"2018"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2018-07-01,684,"2018"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2018-08-01,971,"2018"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2018-09-01,1493,"2018"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2018-10-01,2463,"2018"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2018-11-01,1771,"2018"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2018-12-01,1255,"2018"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2019-01-01,1425,"2019"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2019-02-01,994,"2019"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2019-03-01,1003,"2019"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2019-04-01,1025,"2019"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2019-05-01,1151,"2019"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2019-06-01,1123,"2019"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2019-07-01,1058,"2019"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2019-08-01,1000,"2019"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2019-09-01,1133,"2019"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2019-10-01,1214,"2019"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2019-11-01,1352,"2019"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2019-12-01,2140,"2019"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2020-01-01,1473,"2020"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2020-02-01,1445,"2020"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2020-03-01,875,"2020"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2020-04-01,798,"2020"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2020-05-01,835,"2020"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2020-06-01,1046,"2020"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2020-07-01,970,"2020"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2020-08-01,665,"2020"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2020-09-01,771,"2020"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2020-10-01,835,"2020"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2020-11-01,1231,"2020"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2020-12-01,850,"2020"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2021-01-01,1046,"2021"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2021-02-01,1057,"2021"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2021-03-01,1102,"2021"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2021-04-01,852,"2021"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2021-05-01,1289,"2021"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2021-06-01,897,"2021"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2021-07-01,710,"2021"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2021-08-01,703,"2021"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2021-09-01,759,"2021"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2021-10-01,755,"2021"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2021-11-01,685,"2021"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2021-12-01,616,"2021"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2022-01-01,969,"2022"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2022-02-01,743,"2022"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2022-03-01,1082,"2022"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2022-04-01,852,"2022"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2022-05-01,750,"2022"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2022-06-01,802,"2022"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2022-07-01,780,"2022"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2022-08-01,743,"2022"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2022-09-01,673,"2022"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2022-10-01,628,"2022"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2022-11-01,612,"2022"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2022-12-01,599,"2022"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2023-01-01,932,"2023"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2023-02-01,517,"2023"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2023-03-01,826,"2023"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2023-04-01,762,"2023"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2023-05-01,617,"2023"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2023-06-01,567,"2023"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2023-07-01,498,"2023"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2023-08-01,526,"2023"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2023-09-01,618,"2023"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2023-10-01,488,"2023"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2023-11-01,493,"2023"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2023-12-01,526,"2023"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2024-01-01,937,"2024"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2024-02-01,574,"2024"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2024-03-01,486,"2024"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2024-04-01,437,"2024"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2024-05-01,497,"2024"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2024-06-01,546,"2024"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2024-07-01,477,"2024"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2024-08-01,449,"2024"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2024-09-01,509,"2024"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2024-10-01,485,"2024"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2024-11-01,478,"2024"
"MRE Bio","Algae fuel","wikipedia","de","Algenkraftstoff","all-access","all-agents","monthly",2024-12-01,625,"2024"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2022-07-01,123,"2022"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2022-08-01,282,"2022"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2022-09-01,199,"2022"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2022-10-01,305,"2022"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2022-11-01,300,"2022"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2022-12-01,294,"2022"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2023-01-01,215,"2023"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2023-02-01,274,"2023"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2023-03-01,320,"2023"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2023-04-01,258,"2023"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2023-05-01,238,"2023"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2023-06-01,283,"2023"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2023-07-01,214,"2023"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2023-08-01,359,"2023"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2023-09-01,366,"2023"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2023-10-01,400,"2023"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2023-11-01,283,"2023"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2023-12-01,240,"2023"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2024-01-01,273,"2024"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2024-02-01,420,"2024"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2024-03-01,389,"2024"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2024-04-01,255,"2024"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2024-05-01,255,"2024"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2024-06-01,303,"2024"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2024-07-01,201,"2024"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2024-08-01,225,"2024"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2024-09-01,278,"2024"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2024-10-01,318,"2024"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2024-11-01,305,"2024"
"MRE Bio","Algae fuel","wikipedia","ru","Топливо_из_водорослей","all-access","all-agents","monthly",2024-12-01,301,"2024"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2015-10-01,106,"2015"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2015-11-01,112,"2015"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2015-12-01,163,"2015"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2016-01-01,128,"2016"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2016-02-01,127,"2016"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2016-03-01,108,"2016"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2016-04-01,143,"2016"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2016-05-01,120,"2016"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2016-06-01,93,"2016"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2016-07-01,85,"2016"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2016-08-01,96,"2016"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2016-09-01,70,"2016"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2016-10-01,134,"2016"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2016-11-01,164,"2016"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2016-12-01,130,"2016"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2017-01-01,122,"2017"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2017-02-01,82,"2017"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2017-03-01,146,"2017"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2017-04-01,108,"2017"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2017-05-01,131,"2017"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2017-06-01,97,"2017"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2017-07-01,59,"2017"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2017-08-01,87,"2017"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2017-09-01,77,"2017"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2017-10-01,128,"2017"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2017-11-01,137,"2017"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2017-12-01,99,"2017"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2018-01-01,164,"2018"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2018-02-01,106,"2018"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2018-03-01,125,"2018"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2018-04-01,118,"2018"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2018-05-01,130,"2018"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2018-06-01,139,"2018"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2018-07-01,90,"2018"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2018-08-01,85,"2018"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2018-09-01,82,"2018"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2018-10-01,102,"2018"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2018-11-01,130,"2018"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2018-12-01,118,"2018"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2019-01-01,137,"2019"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2019-02-01,91,"2019"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2019-03-01,91,"2019"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2019-04-01,109,"2019"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2019-05-01,86,"2019"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2019-06-01,117,"2019"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2019-07-01,80,"2019"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2019-08-01,95,"2019"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2019-09-01,96,"2019"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2019-10-01,100,"2019"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2019-11-01,171,"2019"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2019-12-01,158,"2019"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2020-01-01,158,"2020"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2020-02-01,113,"2020"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2020-03-01,110,"2020"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2020-04-01,129,"2020"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2020-05-01,136,"2020"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2020-06-01,141,"2020"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2020-07-01,87,"2020"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2020-08-01,83,"2020"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2020-09-01,89,"2020"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2020-10-01,98,"2020"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2020-11-01,165,"2020"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2020-12-01,131,"2020"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2021-01-01,138,"2021"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2021-02-01,121,"2021"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2021-03-01,130,"2021"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2021-04-01,136,"2021"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2021-05-01,123,"2021"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2021-06-01,103,"2021"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2021-07-01,96,"2021"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2021-08-01,92,"2021"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2021-09-01,77,"2021"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2021-10-01,158,"2021"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2021-11-01,170,"2021"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2021-12-01,156,"2021"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2022-01-01,201,"2022"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2022-02-01,124,"2022"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2022-03-01,141,"2022"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2022-04-01,108,"2022"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2022-05-01,134,"2022"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2022-06-01,122,"2022"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2022-07-01,85,"2022"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2022-08-01,107,"2022"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2022-09-01,70,"2022"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2022-10-01,74,"2022"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2022-11-01,113,"2022"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2022-12-01,96,"2022"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2023-01-01,112,"2023"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2023-02-01,80,"2023"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2023-03-01,84,"2023"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2023-04-01,110,"2023"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2023-05-01,87,"2023"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2023-06-01,82,"2023"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2023-07-01,78,"2023"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2023-08-01,181,"2023"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2023-09-01,75,"2023"
"MRE Bio","Algae fuel","wikipedia","pl","Paliwo_z_glonów","all-access","all-agents","monthly",2023-10-01,79,"2023"
