"oro_type","term","project","language","article","access","agent","granularity","date","views","year"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2022-11-01,79,"2022"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2022-12-01,151,"2022"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2023-01-01,132,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2023-02-01,303,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2023-03-01,442,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2023-04-01,390,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2023-05-01,416,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2023-06-01,391,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2023-07-01,447,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2023-08-01,507,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2023-09-01,436,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2023-10-01,571,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2023-11-01,458,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2023-12-01,401,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2024-01-01,578,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2024-02-01,492,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2024-03-01,419,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2024-04-01,354,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2024-05-01,344,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2024-06-01,352,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2024-07-01,394,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2024-08-01,361,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2024-09-01,353,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2024-10-01,440,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2024-11-01,315,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","en","Direct_deep-sea_carbon_dioxide_injection","all-access","all-agents","monthly",2024-12-01,305,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2022-06-01,528,"2022"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2022-07-01,113,"2022"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2022-08-01,83,"2022"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2022-09-01,55,"2022"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2022-10-01,76,"2022"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2022-11-01,132,"2022"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2022-12-01,119,"2022"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2023-01-01,138,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2023-02-01,107,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2023-03-01,258,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2023-04-01,275,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2023-05-01,309,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2023-06-01,231,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2023-07-01,307,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2023-08-01,275,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2023-09-01,198,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2023-10-01,248,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2023-11-01,277,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2023-12-01,357,"2023"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2024-01-01,339,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2024-02-01,328,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2024-03-01,342,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2024-04-01,348,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2024-05-01,343,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2024-06-01,286,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2024-07-01,198,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2024-08-01,207,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2024-09-01,272,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2024-10-01,276,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2024-11-01,250,"2024"
"CCS","Direct deep-sea carbon dioxide injection","wikipedia","fr","Stockage_océanique_du_dioxyde_de_carbone","all-access","all-agents","monthly",2024-12-01,226,"2024"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2021-11-01,140,"2021"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2021-12-01,695,"2021"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2022-01-01,791,"2022"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2022-02-01,750,"2022"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2022-03-01,872,"2022"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2022-04-01,762,"2022"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2022-05-01,917,"2022"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2022-06-01,1020,"2022"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2022-07-01,892,"2022"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2022-08-01,874,"2022"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2022-09-01,911,"2022"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2022-10-01,985,"2022"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2022-11-01,918,"2022"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2022-12-01,661,"2022"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2023-01-01,800,"2023"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2023-02-01,740,"2023"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2023-03-01,820,"2023"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2023-04-01,1242,"2023"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2023-05-01,1466,"2023"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2023-06-01,1014,"2023"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2023-07-01,1017,"2023"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2023-08-01,1279,"2023"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2023-09-01,921,"2023"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2023-10-01,954,"2023"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2023-11-01,1057,"2023"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2023-12-01,960,"2023"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2024-01-01,1389,"2024"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2024-02-01,1184,"2024"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2024-03-01,970,"2024"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2024-04-01,964,"2024"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2024-05-01,1530,"2024"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2024-06-01,1070,"2024"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2024-07-01,1007,"2024"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2024-08-01,972,"2024"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2024-09-01,1016,"2024"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2024-10-01,1347,"2024"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2024-11-01,1472,"2024"
"CCS","Carbfix","wikipedia","en","Carbfix","all-access","all-agents","monthly",2024-12-01,1136,"2024"
"CCS","Carbfix","wikipedia","es","CarbFix","all-access","all-agents","monthly",2024-10-01,2,"2024"
"CCS","Carbfix","wikipedia","es","CarbFix","all-access","all-agents","monthly",2024-11-01,1,"2024"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2017-11-01,9,"2017"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2018-03-01,89,"2018"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2018-04-01,51,"2018"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2018-05-01,55,"2018"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2018-06-01,46,"2018"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2018-07-01,46,"2018"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2018-08-01,63,"2018"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2018-09-01,30,"2018"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2018-10-01,162,"2018"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2018-11-01,59,"2018"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2018-12-01,56,"2018"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2019-01-01,69,"2019"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2019-02-01,75,"2019"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2019-03-01,87,"2019"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2019-04-01,98,"2019"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2019-05-01,191,"2019"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2019-06-01,72,"2019"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2019-07-01,62,"2019"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2019-08-01,99,"2019"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2019-09-01,115,"2019"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2019-10-01,64,"2019"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2019-11-01,90,"2019"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2019-12-01,75,"2019"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2020-01-01,139,"2020"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2020-02-01,106,"2020"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2020-03-01,378,"2020"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2020-04-01,122,"2020"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2020-05-01,110,"2020"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2020-06-01,99,"2020"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2020-07-01,105,"2020"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2020-08-01,60,"2020"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2020-09-01,76,"2020"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2020-10-01,69,"2020"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2020-11-01,134,"2020"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2020-12-01,134,"2020"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2021-01-01,169,"2021"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2021-02-01,187,"2021"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2021-03-01,224,"2021"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2021-04-01,292,"2021"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2021-05-01,208,"2021"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2021-06-01,225,"2021"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2021-07-01,140,"2021"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2021-08-01,159,"2021"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2021-09-01,228,"2021"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2021-10-01,515,"2021"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2021-11-01,303,"2021"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2021-12-01,312,"2021"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2022-01-01,244,"2022"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2022-02-01,191,"2022"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2022-03-01,185,"2022"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2022-04-01,171,"2022"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2022-05-01,240,"2022"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2022-06-01,148,"2022"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2022-07-01,104,"2022"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2022-08-01,82,"2022"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2022-09-01,153,"2022"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2022-10-01,129,"2022"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2022-11-01,241,"2022"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2022-12-01,120,"2022"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2023-01-01,244,"2023"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2023-02-01,152,"2023"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2023-03-01,233,"2023"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2023-04-01,132,"2023"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2023-05-01,186,"2023"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2023-06-01,148,"2023"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2023-07-01,68,"2023"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2023-08-01,206,"2023"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2023-09-01,119,"2023"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2023-10-01,123,"2023"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2023-11-01,109,"2023"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2023-12-01,226,"2023"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2024-01-01,260,"2024"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2024-02-01,205,"2024"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2024-03-01,155,"2024"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2024-04-01,189,"2024"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2024-05-01,188,"2024"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2024-06-01,105,"2024"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2024-07-01,66,"2024"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2024-08-01,71,"2024"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2024-09-01,108,"2024"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2024-10-01,133,"2024"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2024-11-01,126,"2024"
"CCS","Carbfix","wikipedia","fr","CarbFix","all-access","all-agents","monthly",2024-12-01,114,"2024"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2019-10-01,904,"2019"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2019-11-01,162,"2019"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2019-12-01,421,"2019"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2020-01-01,467,"2020"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2020-02-01,155,"2020"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2020-03-01,190,"2020"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2020-04-01,178,"2020"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2020-05-01,169,"2020"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2020-06-01,149,"2020"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2020-07-01,202,"2020"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2020-08-01,237,"2020"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2020-09-01,289,"2020"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2020-10-01,406,"2020"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2020-11-01,341,"2020"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2020-12-01,196,"2020"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2021-01-01,248,"2021"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2021-02-01,410,"2021"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2021-03-01,779,"2021"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2021-04-01,736,"2021"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2021-05-01,878,"2021"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2021-06-01,517,"2021"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2021-07-01,332,"2021"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2021-08-01,411,"2021"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2021-09-01,3167,"2021"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2021-10-01,562,"2021"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2021-11-01,1088,"2021"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2021-12-01,385,"2021"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2022-01-01,429,"2022"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2022-02-01,884,"2022"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2022-03-01,293,"2022"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2022-04-01,310,"2022"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2022-05-01,361,"2022"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2022-06-01,446,"2022"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2022-07-01,471,"2022"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2022-08-01,400,"2022"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2022-09-01,277,"2022"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2022-10-01,387,"2022"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2022-11-01,403,"2022"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2022-12-01,320,"2022"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2023-01-01,590,"2023"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2023-02-01,432,"2023"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2023-03-01,327,"2023"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2023-04-01,309,"2023"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2023-05-01,440,"2023"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2023-06-01,719,"2023"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2023-07-01,413,"2023"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2023-08-01,285,"2023"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2023-09-01,193,"2023"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2023-10-01,314,"2023"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2023-11-01,274,"2023"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2023-12-01,303,"2023"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2024-01-01,306,"2024"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2024-02-01,264,"2024"
"CCS","Carbfix","wikipedia","de","CarbFix","all-access","all-agents","monthly",2024-03-01,264,"2024"
